SAMPLEID,LATITUDE,LONGITUDE,SAMPLETYPE,COLLARID,FROMDEPTH,TODEPTH,Cu_ppm,SPURIOUS,Dataset
19904452,-31.353035,121.50596,DRILLRC,931962,88.0,223622.0,20.0,0.0,Drillhole Original
19904439,-31.353035,121.50596,DRILLRC,931962,72.0,223609.0,108.0,0.0,Drillhole Original
19904450,-31.353035,121.50596,DRILLRC,931962,86.0,223620.0,14.0,0.0,Drillhole Original
19904449,-31.353035,121.50596,DRILLRC,931962,85.0,223619.0,66.0,0.0,Drillhole Original
19904448,-31.353035,121.50596,DRILLRC,931962,84.0,223618.0,29.0,0.0,Drillhole Original
19904447,-31.353035,121.50596,DRILLRC,931962,83.0,223617.0,110.0,0.0,Drillhole Original
19904446,-31.353035,121.50596,DRILLRC,931962,82.0,223616.0,99.0,0.0,Drillhole Original
19904445,-31.353035,121.50596,DRILLRC,931962,81.0,223615.0,97.0,0.0,Drillhole Original
19904444,-31.353035,121.50596,DRILLRC,931962,80.0,223614.0,98.0,0.0,Drillhole Original
19904443,-31.353035,121.50596,DRILLRC,931962,79.0,223613.0,103.0,0.0,Drillhole Original
19904442,-31.353035,121.50596,DRILLRC,931962,78.0,223612.0,106.0,0.0,Drillhole Original
19904441,-31.353035,121.50596,DRILLRC,931962,77.0,223611.0,105.0,0.0,Drillhole Original
19904440,-31.353035,121.50596,DRILLRC,931962,76.0,223610.0,89.0,0.0,Drillhole Original
19904464,-31.353035,121.50596,DRILLRC,931962,100.0,223634.0,70.0,0.0,Drillhole Original
19904438,-31.353035,121.50596,DRILLRC,931962,68.0,223608.0,100.0,0.0,Drillhole Original
19904437,-31.353035,121.50596,DRILLRC,931962,64.0,223607.0,80.0,0.0,Drillhole Original
19904487,-31.353025,121.50616,DRILLRC,931963,59.0,223657.0,65.0,0.0,Drillhole Original
19904486,-31.353025,121.50616,DRILLRC,931963,58.0,223656.0,32.0,0.0,Drillhole Original
19904478,-31.353025,121.50616,DRILLRC,931963,50.0,223648.0,95.0,0.0,Drillhole Original
19904477,-31.353025,121.50616,DRILLRC,931963,49.0,223647.0,87.0,0.0,Drillhole Original
19904476,-31.353025,121.50616,DRILLRC,931963,48.0,223646.0,87.0,0.0,Drillhole Original
19904475,-31.353025,121.50616,DRILLRC,931963,44.0,223645.0,76.0,0.0,Drillhole Original
19904474,-31.353025,121.50616,DRILLRC,931963,40.0,223644.0,76.0,0.0,Drillhole Original
19904491,-31.353025,121.50616,DRILLRC,931963,63.0,223661.0,48.0,0.0,Drillhole Original
19904473,-31.353025,121.50616,DRILLRC,931963,36.0,223643.0,85.0,0.0,Drillhole Original
19904472,-31.353025,121.50616,DRILLRC,931963,32.0,223642.0,96.0,0.0,Drillhole Original
19904471,-31.353025,121.50616,DRILLRC,931963,28.0,223641.0,125.0,0.0,Drillhole Original
19904470,-31.353025,121.50616,DRILLRC,931963,24.0,223640.0,138.0,0.0,Drillhole Original
19904469,-31.353025,121.50616,DRILLRC,931963,20.0,223639.0,509.0,0.0,Drillhole Original
19904483,-31.353025,121.50616,DRILLRC,931963,55.0,223653.0,149.0,0.0,Drillhole Original
19904468,-31.353025,121.50616,DRILLRC,931963,16.0,223638.0,148.0,0.0,Drillhole Original
19904467,-31.353025,121.50616,DRILLRC,931963,12.0,223637.0,210.0,0.0,Drillhole Original
19904492,-31.353025,121.50616,DRILLRC,931963,64.0,223662.0,154.0,0.0,Drillhole Original
19904466,-31.353025,121.50616,DRILLRC,931963,8.0,223636.0,103.0,0.0,Drillhole Original
19904485,-31.353025,121.50616,DRILLRC,931963,57.0,223655.0,148.0,0.0,Drillhole Original
19904465,-31.353025,121.50616,DRILLRC,931963,4.0,223635.0,141.0,0.0,Drillhole Original
19904488,-31.353025,121.50616,DRILLRC,931963,60.0,223658.0,85.0,0.0,Drillhole Original
19904482,-31.353025,121.50616,DRILLRC,931963,54.0,223652.0,63.0,0.0,Drillhole Original
19904634,-31.353285,121.505745,DRILLRC,931968,84.0,224278.0,89.0,0.0,Drillhole Original
19904635,-31.353285,121.505745,DRILLRC,931968,88.0,224279.0,75.0,0.0,Drillhole Original
19904636,-31.353285,121.505745,DRILLRC,931968,92.0,224280.0,109.0,0.0,Drillhole Original
19904637,-31.353285,121.505745,DRILLRC,931968,96.0,224281.0,98.0,0.0,Drillhole Original
19904638,-31.353285,121.505745,DRILLRC,931968,97.0,224282.0,66.0,0.0,Drillhole Original
19904639,-31.353285,121.505745,DRILLRC,931968,98.0,224283.0,84.0,0.0,Drillhole Original
19904663,-31.353285,121.505745,DRILLRC,931968,122.0,224337.0,84.0,0.0,Drillhole Original
19904662,-31.353285,121.505745,DRILLRC,931968,121.0,224336.0,94.0,0.0,Drillhole Original
19904661,-31.353285,121.505745,DRILLRC,931968,120.0,224305.0,63.0,0.0,Drillhole Original
19904654,-31.353285,121.505745,DRILLRC,931968,113.0,224298.0,121.0,0.0,Drillhole Original
19904653,-31.353285,121.505745,DRILLRC,931968,112.0,224297.0,97.0,0.0,Drillhole Original
19904652,-31.353285,121.505745,DRILLRC,931968,111.0,224296.0,83.0,0.0,Drillhole Original
19904642,-31.353285,121.505745,DRILLRC,931968,101.0,224286.0,95.0,0.0,Drillhole Original
19904651,-31.353285,121.505745,DRILLRC,931968,110.0,224295.0,182.0,0.0,Drillhole Original
19904650,-31.353285,121.505745,DRILLRC,931968,109.0,224294.0,77.0,0.0,Drillhole Original
19904649,-31.353285,121.505745,DRILLRC,931968,108.0,224293.0,83.0,0.0,Drillhole Original
19904648,-31.353285,121.505745,DRILLRC,931968,107.0,224292.0,50.0,0.0,Drillhole Original
19904647,-31.353285,121.505745,DRILLRC,931968,106.0,224291.0,71.0,0.0,Drillhole Original
19904646,-31.353285,121.505745,DRILLRC,931968,105.0,224290.0,88.0,0.0,Drillhole Original
19904645,-31.353285,121.505745,DRILLRC,931968,104.0,224289.0,94.0,0.0,Drillhole Original
19904644,-31.353285,121.505745,DRILLRC,931968,103.0,224288.0,91.0,0.0,Drillhole Original
19904643,-31.353285,121.505745,DRILLRC,931968,102.0,224287.0,89.0,0.0,Drillhole Original
19904641,-31.353285,121.505745,DRILLRC,931968,100.0,224285.0,96.0,0.0,Drillhole Original
19904674,-31.353285,121.505745,DRILLRC,931968,133.0,224348.0,69.0,0.0,Drillhole Original
19904614,-31.353285,121.505745,DRILLRC,931968,4.0,224258.0,78.0,0.0,Drillhole Original
19904640,-31.353285,121.505745,DRILLRC,931968,99.0,224284.0,62.0,0.0,Drillhole Original
19904664,-31.353285,121.505745,DRILLRC,931968,123.0,224338.0,62.0,0.0,Drillhole Original
19904665,-31.353285,121.505745,DRILLRC,931968,124.0,224339.0,64.0,0.0,Drillhole Original
19904666,-31.353285,121.505745,DRILLRC,931968,125.0,224340.0,39.0,0.0,Drillhole Original
19904667,-31.353285,121.505745,DRILLRC,931968,126.0,224341.0,24.0,0.0,Drillhole Original
19904670,-31.353285,121.505745,DRILLRC,931968,129.0,224344.0,47.0,0.0,Drillhole Original
19904668,-31.353285,121.505745,DRILLRC,931968,127.0,224342.0,45.0,0.0,Drillhole Original
19904671,-31.353285,121.505745,DRILLRC,931968,130.0,224345.0,24.0,0.0,Drillhole Original
19904672,-31.353285,121.505745,DRILLRC,931968,131.0,224346.0,76.0,0.0,Drillhole Original
19904673,-31.353285,121.505745,DRILLRC,931968,132.0,224347.0,88.0,0.0,Drillhole Original
19904675,-31.353285,121.505745,DRILLRC,931968,134.0,224349.0,66.0,0.0,Drillhole Original
19904676,-31.353285,121.505745,DRILLRC,931968,135.0,224350.0,46.0,0.0,Drillhole Original
19904677,-31.353285,121.505745,DRILLRC,931968,136.0,224351.0,17.0,0.0,Drillhole Original
19904678,-31.353285,121.505745,DRILLRC,931968,137.0,224352.0,65.0,0.0,Drillhole Original
19904679,-31.353285,121.505745,DRILLRC,931968,138.0,224353.0,84.0,0.0,Drillhole Original
19904680,-31.353285,121.505745,DRILLRC,931968,139.0,224354.0,115.0,0.0,Drillhole Original
19904681,-31.353285,121.505745,DRILLRC,931968,140.0,224355.0,54.0,0.0,Drillhole Original
19904682,-31.353285,121.505745,DRILLRC,931968,141.0,224356.0,38.0,0.0,Drillhole Original
19904618,-31.353285,121.505745,DRILLRC,931968,20.0,224262.0,109.0,0.0,Drillhole Original
19904617,-31.353285,121.505745,DRILLRC,931968,16.0,224261.0,99.0,0.0,Drillhole Original
19904616,-31.353285,121.505745,DRILLRC,931968,12.0,224260.0,92.0,0.0,Drillhole Original
19904615,-31.353285,121.505745,DRILLRC,931968,8.0,224259.0,117.0,0.0,Drillhole Original
19904400,-31.35326,121.50676,DRILLRC,931961,25.0,223570.0,50.0,0.0,Drillhole Original
19904418,-31.35326,121.50676,DRILLRC,931961,43.0,223588.0,69.0,0.0,Drillhole Original
19904394,-31.35326,121.50676,DRILLRC,931961,4.0,223564.0,41.0,0.0,Drillhole Original
19904405,-31.35326,121.50676,DRILLRC,931961,30.0,223575.0,98.0,0.0,Drillhole Original
19904421,-31.35326,121.50676,DRILLRC,931961,52.0,223591.0,72.0,0.0,Drillhole Original
19904420,-31.35326,121.50676,DRILLRC,931961,48.0,223590.0,71.0,0.0,Drillhole Original
19904419,-31.35326,121.50676,DRILLRC,931961,44.0,223589.0,82.0,0.0,Drillhole Original
19904417,-31.35326,121.50676,DRILLRC,931961,42.0,223587.0,54.0,0.0,Drillhole Original
19904416,-31.35326,121.50676,DRILLRC,931961,41.0,223586.0,72.0,0.0,Drillhole Original
19904415,-31.35326,121.50676,DRILLRC,931961,40.0,223585.0,80.0,0.0,Drillhole Original
19904407,-31.35326,121.50676,DRILLRC,931961,32.0,223577.0,26.0,0.0,Drillhole Original
19904395,-31.35326,121.50676,DRILLRC,931961,8.0,223565.0,90.0,0.0,Drillhole Original
19904414,-31.35326,121.50676,DRILLRC,931961,39.0,223584.0,86.0,0.0,Drillhole Original
19904396,-31.35326,121.50676,DRILLRC,931961,12.0,223566.0,84.0,0.0,Drillhole Original
19904397,-31.35326,121.50676,DRILLRC,931961,16.0,223567.0,109.0,0.0,Drillhole Original
19904408,-31.35326,121.50676,DRILLRC,931961,33.0,223578.0,107.0,0.0,Drillhole Original
19904413,-31.35326,121.50676,DRILLRC,931961,38.0,223583.0,142.0,0.0,Drillhole Original
19904409,-31.35326,121.50676,DRILLRC,931961,34.0,223579.0,111.0,0.0,Drillhole Original
19904412,-31.35326,121.50676,DRILLRC,931961,37.0,223582.0,262.0,0.0,Drillhole Original
19904406,-31.35326,121.50676,DRILLRC,931961,31.0,223576.0,35.0,0.0,Drillhole Original
19904411,-31.35326,121.50676,DRILLRC,931961,36.0,223581.0,41.0,0.0,Drillhole Original
19904401,-31.35326,121.50676,DRILLRC,931961,26.0,223571.0,30.0,0.0,Drillhole Original
19904402,-31.35326,121.50676,DRILLRC,931961,27.0,223572.0,115.0,0.0,Drillhole Original
19905136,-31.35347,121.50594,DRILLRC,931980,72.0,224985.0,83.0,0.0,Drillhole Original
19905137,-31.35347,121.50594,DRILLRC,931980,73.0,224986.0,84.0,0.0,Drillhole Original
19905138,-31.35347,121.50594,DRILLRC,931980,74.0,224987.0,72.0,0.0,Drillhole Original
19905119,-31.35347,121.50594,DRILLRC,931980,4.0,224968.0,79.0,0.0,Drillhole Original
19905140,-31.35347,121.50594,DRILLRC,931980,76.0,224989.0,94.0,0.0,Drillhole Original
19905141,-31.35347,121.50594,DRILLRC,931980,77.0,224990.0,75.0,0.0,Drillhole Original
19905142,-31.35347,121.50594,DRILLRC,931980,78.0,224991.0,74.0,0.0,Drillhole Original
19905143,-31.35347,121.50594,DRILLRC,931980,79.0,224992.0,63.0,0.0,Drillhole Original
19905145,-31.35347,121.50594,DRILLRC,931980,81.0,224994.0,75.0,0.0,Drillhole Original
19905156,-31.35347,121.50594,DRILLRC,931980,92.0,225005.0,29.0,0.0,Drillhole Original
19904585,-31.35329,121.50614,DRILLRC,931967,36.0,224120.0,108.0,0.0,Drillhole Original
19904587,-31.35329,121.50614,DRILLRC,931967,44.0,224122.0,115.0,0.0,Drillhole Original
19904588,-31.35329,121.50614,DRILLRC,931967,48.0,224123.0,128.0,0.0,Drillhole Original
19904589,-31.35329,121.50614,DRILLRC,931967,52.0,224124.0,122.0,0.0,Drillhole Original
19904590,-31.35329,121.50614,DRILLRC,931967,53.0,224125.0,109.0,0.0,Drillhole Original
19904591,-31.35329,121.50614,DRILLRC,931967,54.0,224126.0,96.0,0.0,Drillhole Original
19904592,-31.35329,121.50614,DRILLRC,931967,55.0,224127.0,89.0,0.0,Drillhole Original
19904593,-31.35329,121.50614,DRILLRC,931967,56.0,224128.0,105.0,0.0,Drillhole Original
19904594,-31.35329,121.50614,DRILLRC,931967,57.0,224129.0,185.0,0.0,Drillhole Original
19904595,-31.35329,121.50614,DRILLRC,931967,58.0,224130.0,69.0,0.0,Drillhole Original
19904601,-31.35329,121.50614,DRILLRC,931967,64.0,224136.0,66.0,0.0,Drillhole Original
19904600,-31.35329,121.50614,DRILLRC,931967,63.0,224135.0,96.0,0.0,Drillhole Original
19904584,-31.35329,121.50614,DRILLRC,931967,32.0,224119.0,97.0,0.0,Drillhole Original
19904583,-31.35329,121.50614,DRILLRC,931967,28.0,224118.0,114.0,0.0,Drillhole Original
19904582,-31.35329,121.50614,DRILLRC,931967,24.0,224117.0,115.0,0.0,Drillhole Original
19904581,-31.35329,121.50614,DRILLRC,931967,20.0,224116.0,71.0,0.0,Drillhole Original
19904580,-31.35329,121.50614,DRILLRC,931967,16.0,224115.0,143.0,0.0,Drillhole Original
19904579,-31.35329,121.50614,DRILLRC,931967,12.0,224114.0,196.0,0.0,Drillhole Original
19904578,-31.35329,121.50614,DRILLRC,931967,8.0,224113.0,122.0,0.0,Drillhole Original
19904577,-31.35329,121.50614,DRILLRC,931967,4.0,224112.0,112.0,0.0,Drillhole Original
19904599,-31.35329,121.50614,DRILLRC,931967,62.0,224134.0,83.0,0.0,Drillhole Original
19904598,-31.35329,121.50614,DRILLRC,931967,61.0,224133.0,91.0,0.0,Drillhole Original
19904597,-31.35329,121.50614,DRILLRC,931967,60.0,224132.0,29.0,0.0,Drillhole Original
19904596,-31.35329,121.50614,DRILLRC,931967,59.0,224131.0,46.0,0.0,Drillhole Original
19904609,-31.35329,121.50614,DRILLRC,931967,72.0,224144.0,50.0,0.0,Drillhole Original
19904602,-31.35329,121.50614,DRILLRC,931967,65.0,224137.0,133.0,0.0,Drillhole Original
19904586,-31.35329,121.50614,DRILLRC,931967,40.0,224121.0,96.0,0.0,Drillhole Original
19904603,-31.35329,121.50614,DRILLRC,931967,66.0,224138.0,42.0,0.0,Drillhole Original
19904604,-31.35329,121.50614,DRILLRC,931967,67.0,224139.0,78.0,0.0,Drillhole Original
19904605,-31.35329,121.50614,DRILLRC,931967,68.0,224140.0,64.0,0.0,Drillhole Original
19904606,-31.35329,121.50614,DRILLRC,931967,69.0,224141.0,69.0,0.0,Drillhole Original
19904607,-31.35329,121.50614,DRILLRC,931967,70.0,224142.0,55.0,0.0,Drillhole Original
19904608,-31.35329,121.50614,DRILLRC,931967,71.0,224143.0,67.0,0.0,Drillhole Original
19904613,-31.35329,121.50614,DRILLRC,931967,76.0,224148.0,56.0,0.0,Drillhole Original
19904612,-31.35329,121.50614,DRILLRC,931967,75.0,224147.0,57.0,0.0,Drillhole Original
19904611,-31.35329,121.50614,DRILLRC,931967,74.0,224146.0,78.0,0.0,Drillhole Original
19904610,-31.35329,121.50614,DRILLRC,931967,73.0,224145.0,41.0,0.0,Drillhole Original
19904683,-31.353285,121.505745,DRILLRC,931968,142.0,224357.0,52.0,0.0,Drillhole Original
19904619,-31.353285,121.505745,DRILLRC,931968,24.0,224263.0,104.0,0.0,Drillhole Original
19904627,-31.353285,121.505745,DRILLRC,931968,56.0,224271.0,95.0,0.0,Drillhole Original
19904626,-31.353285,121.505745,DRILLRC,931968,52.0,224270.0,117.0,0.0,Drillhole Original
19904625,-31.353285,121.505745,DRILLRC,931968,48.0,224269.0,96.0,0.0,Drillhole Original
19904624,-31.353285,121.505745,DRILLRC,931968,44.0,224268.0,120.0,0.0,Drillhole Original
19904623,-31.353285,121.505745,DRILLRC,931968,40.0,224267.0,118.0,0.0,Drillhole Original
19904622,-31.353285,121.505745,DRILLRC,931968,36.0,224266.0,96.0,0.0,Drillhole Original
19904621,-31.353285,121.505745,DRILLRC,931968,32.0,224265.0,128.0,0.0,Drillhole Original
19904620,-31.353285,121.505745,DRILLRC,931968,28.0,224264.0,111.0,0.0,Drillhole Original
19904669,-31.353285,121.505745,DRILLRC,931968,128.0,224343.0,59.0,0.0,Drillhole Original
19904660,-31.353285,121.505745,DRILLRC,931968,119.0,224304.0,77.0,0.0,Drillhole Original
19904659,-31.353285,121.505745,DRILLRC,931968,118.0,224303.0,52.0,0.0,Drillhole Original
19904658,-31.353285,121.505745,DRILLRC,931968,117.0,224302.0,39.0,0.0,Drillhole Original
19904657,-31.353285,121.505745,DRILLRC,931968,116.0,224301.0,62.0,0.0,Drillhole Original
19904656,-31.353285,121.505745,DRILLRC,931968,115.0,224300.0,57.0,0.0,Drillhole Original
19904655,-31.353285,121.505745,DRILLRC,931968,114.0,224299.0,116.0,0.0,Drillhole Original
19904628,-31.353285,121.505745,DRILLRC,931968,60.0,224272.0,331.0,0.0,Drillhole Original
19904629,-31.353285,121.505745,DRILLRC,931968,64.0,224273.0,153.0,0.0,Drillhole Original
19904630,-31.353285,121.505745,DRILLRC,931968,68.0,224274.0,109.0,0.0,Drillhole Original
19904631,-31.353285,121.505745,DRILLRC,931968,72.0,224275.0,92.0,0.0,Drillhole Original
19904632,-31.353285,121.505745,DRILLRC,931968,76.0,224276.0,111.0,0.0,Drillhole Original
19904633,-31.353285,121.505745,DRILLRC,931968,80.0,224277.0,262.0,0.0,Drillhole Original
19904728,-31.35373,121.50564,DRILLRC,931969,162.0,224457.0,158.0,0.0,Drillhole Original
19904731,-31.35373,121.50564,DRILLRC,931969,165.0,224460.0,22.0,0.0,Drillhole Original
19904730,-31.35373,121.50564,DRILLRC,931969,164.0,224459.0,32.0,0.0,Drillhole Original
19904688,-31.35373,121.50564,DRILLRC,931969,20.0,224393.0,117.0,0.0,Drillhole Original
19904689,-31.35373,121.50564,DRILLRC,931969,24.0,224394.0,82.0,0.0,Drillhole Original
19904690,-31.35373,121.50564,DRILLRC,931969,28.0,224395.0,103.0,0.0,Drillhole Original
19904691,-31.35373,121.50564,DRILLRC,931969,32.0,224396.0,115.0,0.0,Drillhole Original
19904692,-31.35373,121.50564,DRILLRC,931969,36.0,224397.0,102.0,0.0,Drillhole Original
19904729,-31.35373,121.50564,DRILLRC,931969,163.0,224458.0,56.0,0.0,Drillhole Original
19904693,-31.35373,121.50564,DRILLRC,931969,40.0,224398.0,101.0,0.0,Drillhole Original
19904684,-31.35373,121.50564,DRILLRC,931969,4.0,224389.0,106.0,0.0,Drillhole Original
19904694,-31.35373,121.50564,DRILLRC,931969,44.0,224399.0,108.0,0.0,Drillhole Original
19904695,-31.35373,121.50564,DRILLRC,931969,48.0,224400.0,76.0,0.0,Drillhole Original
19904685,-31.35373,121.50564,DRILLRC,931969,8.0,224390.0,90.0,0.0,Drillhole Original
19904696,-31.35373,121.50564,DRILLRC,931969,52.0,224401.0,90.0,0.0,Drillhole Original
19904687,-31.35373,121.50564,DRILLRC,931969,16.0,224392.0,116.0,0.0,Drillhole Original
19904744,-31.35373,121.50564,DRILLRC,931969,178.0,224473.0,93.0,0.0,Drillhole Original
19904743,-31.35373,121.50564,DRILLRC,931969,177.0,224472.0,88.0,0.0,Drillhole Original
19904742,-31.35373,121.50564,DRILLRC,931969,176.0,224471.0,152.0,0.0,Drillhole Original
19904741,-31.35373,121.50564,DRILLRC,931969,175.0,224470.0,190.0,0.0,Drillhole Original
19904697,-31.35373,121.50564,DRILLRC,931969,56.0,224402.0,104.0,0.0,Drillhole Original
19904698,-31.35373,121.50564,DRILLRC,931969,60.0,224403.0,112.0,0.0,Drillhole Original
19904699,-31.35373,121.50564,DRILLRC,931969,64.0,224404.0,80.0,0.0,Drillhole Original
19904700,-31.35373,121.50564,DRILLRC,931969,68.0,224405.0,180.0,0.0,Drillhole Original
19904701,-31.35373,121.50564,DRILLRC,931969,72.0,224406.0,115.0,0.0,Drillhole Original
19904702,-31.35373,121.50564,DRILLRC,931969,76.0,224407.0,109.0,0.0,Drillhole Original
19904703,-31.35373,121.50564,DRILLRC,931969,80.0,224408.0,85.0,0.0,Drillhole Original
19904704,-31.35373,121.50564,DRILLRC,931969,84.0,224409.0,238.0,0.0,Drillhole Original
19905120,-31.35347,121.50594,DRILLRC,931980,8.0,224969.0,95.0,0.0,Drillhole Original
19905121,-31.35347,121.50594,DRILLRC,931980,12.0,224970.0,137.0,0.0,Drillhole Original
19905122,-31.35347,121.50594,DRILLRC,931980,16.0,224971.0,121.0,0.0,Drillhole Original
19905123,-31.35347,121.50594,DRILLRC,931980,20.0,224972.0,118.0,0.0,Drillhole Original
19905146,-31.35347,121.50594,DRILLRC,931980,82.0,224995.0,83.0,0.0,Drillhole Original
19905133,-31.35347,121.50594,DRILLRC,931980,60.0,224982.0,96.0,0.0,Drillhole Original
19905144,-31.35347,121.50594,DRILLRC,931980,80.0,224993.0,110.0,0.0,Drillhole Original
19905135,-31.35347,121.50594,DRILLRC,931980,68.0,224984.0,88.0,0.0,Drillhole Original
19905131,-31.35347,121.50594,DRILLRC,931980,52.0,224980.0,122.0,0.0,Drillhole Original
19905130,-31.35347,121.50594,DRILLRC,931980,48.0,224979.0,104.0,0.0,Drillhole Original
19905129,-31.35347,121.50594,DRILLRC,931980,44.0,224978.0,101.0,0.0,Drillhole Original
19905128,-31.35347,121.50594,DRILLRC,931980,40.0,224977.0,130.0,0.0,Drillhole Original
19905127,-31.35347,121.50594,DRILLRC,931980,36.0,224976.0,101.0,0.0,Drillhole Original
19905126,-31.35347,121.50594,DRILLRC,931980,32.0,224975.0,188.0,0.0,Drillhole Original
19905125,-31.35347,121.50594,DRILLRC,931980,28.0,224974.0,95.0,0.0,Drillhole Original
19905124,-31.35347,121.50594,DRILLRC,931980,24.0,224973.0,99.0,0.0,Drillhole Original
19905132,-31.35347,121.50594,DRILLRC,931980,56.0,224981.0,89.0,0.0,Drillhole Original
19905165,-31.35347,121.50594,DRILLRC,931980,101.0,225014.0,67.0,0.0,Drillhole Original
19905170,-31.35347,121.50594,DRILLRC,931980,106.0,225019.0,61.0,0.0,Drillhole Original
19905134,-31.35347,121.50594,DRILLRC,931980,64.0,224983.0,83.0,0.0,Drillhole Original
19905147,-31.35347,121.50594,DRILLRC,931980,83.0,224996.0,73.0,0.0,Drillhole Original
19905148,-31.35347,121.50594,DRILLRC,931980,84.0,224997.0,328.0,0.0,Drillhole Original
19905149,-31.35347,121.50594,DRILLRC,931980,85.0,224998.0,196.0,0.0,Drillhole Original
19905150,-31.35347,121.50594,DRILLRC,931980,86.0,224999.0,3307.0,0.0,Drillhole Original
19905151,-31.35347,121.50594,DRILLRC,931980,87.0,225000.0,816.0,0.0,Drillhole Original
19905152,-31.35347,121.50594,DRILLRC,931980,88.0,225001.0,215.0,1.0,Drillhole Original
19905153,-31.35347,121.50594,DRILLRC,931980,89.0,225002.0,92.0,0.0,Drillhole Original
19905154,-31.35347,121.50594,DRILLRC,931980,90.0,225003.0,103.0,0.0,Drillhole Original
19905155,-31.35347,121.50594,DRILLRC,931980,91.0,225004.0,59.0,0.0,Drillhole Original
19905139,-31.35347,121.50594,DRILLRC,931980,75.0,224988.0,80.0,0.0,Drillhole Original
19905157,-31.35347,121.50594,DRILLRC,931980,93.0,225006.0,61.0,0.0,Drillhole Original
19905158,-31.35347,121.50594,DRILLRC,931980,94.0,225007.0,89.0,0.0,Drillhole Original
19905159,-31.35347,121.50594,DRILLRC,931980,95.0,225008.0,39.0,0.0,Drillhole Original
19905160,-31.35347,121.50594,DRILLRC,931980,96.0,225009.0,53.0,0.0,Drillhole Original
19905161,-31.35347,121.50594,DRILLRC,931980,97.0,225010.0,41.0,0.0,Drillhole Original
19905162,-31.35347,121.50594,DRILLRC,931980,98.0,225011.0,53.0,0.0,Drillhole Original
19905163,-31.35347,121.50594,DRILLRC,931980,99.0,225012.0,167.0,0.0,Drillhole Original
19905164,-31.35347,121.50594,DRILLRC,931980,100.0,225013.0,88.0,0.0,Drillhole Original
19905166,-31.35347,121.50594,DRILLRC,931980,102.0,225015.0,63.0,0.0,Drillhole Original
19905167,-31.35347,121.50594,DRILLRC,931980,103.0,225016.0,75.0,0.0,Drillhole Original
19905168,-31.35347,121.50594,DRILLRC,931980,104.0,225017.0,69.0,0.0,Drillhole Original
19905169,-31.35347,121.50594,DRILLRC,931980,105.0,225018.0,50.0,0.0,Drillhole Original
19903567,-31.353737,121.50577,DRILLDD,931939,121.95,224220.0,92.0,0.0,Drillhole Original
19903566,-31.353737,121.50577,DRILLDD,931939,121.12,224219.0,16.0,0.0,Drillhole Original
19903565,-31.353737,121.50577,DRILLDD,931939,120.26,224218.0,22.0,0.0,Drillhole Original
19903564,-31.353737,121.50577,DRILLDD,931939,119.26,224217.0,14.0,0.0,Drillhole Original
19903563,-31.353737,121.50577,DRILLDD,931939,118.26,224216.0,9.0,0.0,Drillhole Original
19903561,-31.353737,121.50577,DRILLDD,931939,116.46,224214.0,18.0,0.0,Drillhole Original
19903560,-31.353737,121.50577,DRILLDD,931939,115.76,224213.0,36.0,0.0,Drillhole Original
19903559,-31.353737,121.50577,DRILLDD,931939,115.06,224212.0,30.0,0.0,Drillhole Original
19903481,-31.353588,121.506836,DRILLDD,931936,66.63,223772.0,2.0,1.0,Drillhole Original
19903467,-31.353588,121.506836,DRILLDD,931936,12.0,223849.0,121.0,0.0,Drillhole Original
19903485,-31.353588,121.506836,DRILLDD,931936,69.2,223776.0,6012.0,0.0,Drillhole Original
19903484,-31.353588,121.506836,DRILLDD,931936,68.6,223775.0,5776.0,0.0,Drillhole Original
19903487,-31.353588,121.506836,DRILLDD,931936,70.78,223778.0,7412.0,0.0,Drillhole Original
19903468,-31.353588,121.506836,DRILLDD,931936,16.0,223850.0,109.0,0.0,Drillhole Original
19903469,-31.353588,121.506836,DRILLDD,931936,20.0,223851.0,159.0,0.0,Drillhole Original
19903470,-31.353588,121.506836,DRILLDD,931936,24.0,223852.0,169.0,0.0,Drillhole Original
19903471,-31.353588,121.506836,DRILLDD,931936,28.0,223853.0,109.0,0.0,Drillhole Original
19903472,-31.353588,121.506836,DRILLDD,931936,32.0,223854.0,104.0,0.0,Drillhole Original
19903473,-31.353588,121.506836,DRILLDD,931936,36.0,223855.0,103.0,0.0,Drillhole Original
19903474,-31.353588,121.506836,DRILLDD,931936,40.0,223856.0,92.0,0.0,Drillhole Original
19903475,-31.353588,121.506836,DRILLDD,931936,44.0,223857.0,52.0,1.0,Drillhole Original
19903479,-31.353588,121.506836,DRILLDD,931936,64.85,223770.0,14.0,0.0,Drillhole Original
19903480,-31.353588,121.506836,DRILLDD,931936,65.85,223771.0,3.0,1.0,Drillhole Original
19903488,-31.353588,121.506836,DRILLDD,931936,70.97,223779.0,697.0,0.0,Drillhole Original
19903483,-31.353588,121.506836,DRILLDD,931936,68.0,223774.0,92.0,0.0,Drillhole Original
19903490,-31.353588,121.506836,DRILLDD,931936,72.9,223781.0,276.0,1.0,Drillhole Original
19903465,-31.353588,121.506836,DRILLDD,931936,4.0,223847.0,54.0,0.0,Drillhole Original
19903466,-31.353588,121.506836,DRILLDD,931936,8.0,223848.0,63.0,0.0,Drillhole Original
19903476,-31.353588,121.506836,DRILLDD,931936,45.0,223858.0,29.0,0.0,Drillhole Original
19903482,-31.353588,121.506836,DRILLDD,931936,67.43,223773.0,87.0,0.0,Drillhole Original
