Dataset,g_lat,g_lon,Count
Surface Original,-640,2394,26
Surface Original,-669,2336,26
Surface Original,-645,2354,26
Surface Original,-688,2339,26
Surface Original,-628,2341,26
Surface Original,-669,2439,25
Surface Original,-626,2334,25
Surface Original,-660,2429,25
Surface Original,-684,2363,25
Surface Original,-645,2352,25
Surface Original,-665,2362,25
Surface Original,-624,2329,25
Surface Original,-659,2360,25
Surface Original,-667,2367,25
Surface Original,-604,2336,25
Surface Original,-653,2400,25
Surface Original,-656,2373,25
Surface Original,-630,2381,25
Surface Original,-686,2376,25
Surface Original,-625,2427,25
Surface Original,-567,2337,25
Surface Original,-676,2418,25
Surface Original,-653,2388,25
Surface Original,-686,2352,25
Surface Original,-686,2348,25
Surface Original,-643,2362,25
Surface Original,-661,2431,25
Surface Original,-607,2404,25
Surface Original,-651,2358,25
Surface Original,-604,2343,25
Surface Original,-547,2311,25
Surface Original,-650,2418,25
Surface Original,-573,2356,24
Surface Original,-616,2349,24
Surface Original,-673,2340,24
Surface Original,-696,2356,24
Surface Original,-693,2356,24
Surface Original,-694,2357,24
Surface Original,-616,2335,24
Surface Original,-603,2371,24
Surface Original,-677,2412,24
Surface Original,-621,2392,24
Surface Original,-624,2390,24
Surface Original,-645,2417,24
Surface Original,-688,2371,24
Surface Original,-620,2384,24
Surface Original,-669,2419,24
Surface Original,-612,2329,24
Surface Original,-657,2430,24
Surface Original,-641,2396,24
Surface Original,-614,2339,24
Surface Original,-641,2409,24
Surface Original,-650,2435,24
Surface Original,-619,2336,24
Surface Original,-595,2374,24
Surface Original,-665,2433,24
Surface Original,-657,2375,24
Surface Original,-670,2368,24
Surface Original,-576,2365,24
Surface Original,-605,2330,24
Surface Original,-594,2333,24
Surface Original,-607,2391,24
Surface Original,-576,2364,24
Surface Original,-576,2341,24
Surface Original,-609,2331,24
Surface Original,-660,2397,24
Surface Original,-670,2423,24
Surface Original,-667,2439,24
Surface Original,-639,2378,24
Surface Original,-606,2404,24
Surface Original,-585,2345,24
Surface Original,-591,2342,24
Surface Original,-685,2377,24
Surface Original,-642,2342,24
Surface Original,-598,2331,24
Surface Original,-692,2353,24
Surface Original,-652,2357,24
Surface Original,-652,2372,24
Surface Original,-633,2368,24
Surface Original,-654,2378,24
Surface Original,-681,2377,24
Surface Original,-663,2353,24
Surface Original,-605,2343,24
Surface Original,-585,2305,24
Surface Original,-658,2352,24
Surface Original,-621,2326,24
Surface Original,-672,2428,24
Surface Original,-678,2359,24
Surface Original,-643,2426,23
Surface Original,-594,2392,23
Surface Original,-668,2417,23
Surface Original,-641,2429,23
Surface Original,-629,2406,23
Surface Original,-680,2318,23
Surface Original,-690,2368,23
Surface Original,-613,2413,23
Surface Original,-606,2333,23
Surface Original,-612,2334,23
Surface Original,-691,2367,23
Surface Original,-601,2388,23
Surface Original,-639,2356,23
Surface Original,-567,2333,23
Surface Original,-553,2313,23
Surface Original,-574,2326,23
Surface Original,-599,2400,23
Surface Original,-652,2325,23
Surface Original,-633,2336,23
Surface Original,-612,2388,23
Surface Original,-672,2417,23
Surface Original,-686,2346,23
Surface Original,-671,2335,23
Surface Original,-596,2375,23
Surface Original,-683,2366,23
Surface Original,-625,2388,23
Surface Original,-693,2345,23
Surface Original,-691,2366,23
Surface Original,-668,2434,23
Surface Original,-636,2356,23
Surface Original,-655,2431,23
Surface Original,-670,2336,23
Surface Original,-648,2353,23
Surface Original,-623,2424,23
Surface Original,-685,2372,22
Surface Original,-602,2383,22
Surface Original,-666,2419,22
Surface Original,-620,2358,22
Surface Original,-653,2360,22
Surface Original,-656,2401,22
Surface Original,-644,2383,22
Surface Original,-602,2404,22
Surface Original,-578,2357,22
Surface Original,-687,2348,22
Surface Original,-685,2335,22
Surface Original,-616,2382,22
Surface Original,-674,2364,22
Surface Original,-661,2372,22
Surface Original,-675,2429,22
Surface Original,-646,2376,22
Surface Original,-611,2414,22
Surface Original,-564,2333,22
Surface Original,-674,2419,22
Surface Original,-628,2401,22
Surface Original,-643,2383,22
Surface Original,-672,2362,22
Surface Original,-660,2430,22
Surface Original,-679,2370,22
Surface Original,-636,2394,22
Surface Original,-625,2414,22
Surface Original,-679,2379,22
Surface Original,-608,2404,22
Surface Original,-693,2348,22
Surface Original,-678,2318,22
Surface Original,-603,2385,22
Surface Original,-669,2367,22
Surface Original,-611,2324,22
Surface Original,-678,2365,22
Surface Original,-634,2338,22
Surface Original,-695,2358,22
Surface Original,-656,2354,22
Surface Original,-677,2367,22
Surface Original,-673,2397,22
Surface Original,-676,2356,22
Surface Original,-592,2350,22
Surface Original,-668,2335,22
Surface Original,-657,2431,22
Surface Original,-636,2369,22
Surface Original,-684,2379,22
Surface Original,-663,2426,22
Surface Original,-671,2349,21
Surface Original,-596,2373,21
Surface Original,-615,2324,21
Surface Original,-659,2363,21
Surface Original,-609,2333,21
Surface Original,-605,2326,21
Surface Original,-649,2412,21
Surface Original,-636,2377,21
Surface Original,-654,2434,21
Surface Original,-624,2333,21
Surface Original,-683,2321,21
Surface Original,-610,2335,21
Surface Original,-681,2326,21
Surface Original,-676,2367,21
Surface Original,-642,2361,21
Surface Original,-629,2325,21
Surface Original,-611,2387,21
Surface Original,-657,2365,21
Surface Original,-645,2364,21
Surface Original,-573,2340,21
Surface Original,-680,2364,21
Surface Original,-608,2331,21
Surface Original,-589,2345,21
Surface Original,-614,2332,21
Surface Original,-564,2351,21
Surface Original,-660,2428,21
Surface Original,-604,2329,21
Surface Original,-670,2393,21
Surface Original,-552,2312,21
Surface Original,-657,2353,20
Surface Original,-659,2351,20
Surface Original,-684,2368,20
Surface Original,-581,2342,20
Surface Original,-685,2348,20
Surface Original,-686,2369,20
Surface Original,-583,2328,20
Surface Original,-627,2370,20
Surface Original,-677,2370,20
Surface Original,-620,2416,20
Surface Original,-668,2419,20
Surface Original,-634,2395,20
Surface Original,-575,2331,20
Surface Original,-635,2327,20
Surface Original,-691,2364,20
Surface Original,-558,2326,20
Surface Original,-610,2338,20
Surface Original,-639,2348,20
Surface Original,-639,2347,20
Surface Original,-676,2352,20
Surface Original,-624,2372,20
Surface Original,-612,2338,20
Surface Original,-652,2359,20
Surface Original,-696,2360,20
Surface Original,-696,2359,20
Surface Original,-690,2367,20
Surface Original,-666,2361,20
Surface Original,-605,2332,20
Surface Original,-607,2376,20
Surface Original,-564,2349,20
Surface Original,-564,2350,20
Surface Original,-611,2333,20
Surface Original,-568,2330,20
Surface Original,-577,2328,20
Surface Original,-674,2371,20
Surface Original,-610,2331,19
Surface Original,-618,2380,19
Surface Original,-616,2340,19
Surface Original,-603,2327,19
Surface Original,-612,2333,19
Surface Original,-610,2348,19
Surface Original,-619,2337,19
Surface Original,-615,2341,19
Surface Original,-627,2389,19
Surface Original,-613,2344,19
Surface Original,-606,2403,19
Surface Original,-608,2323,19
Surface Original,-623,2353,19
Surface Original,-655,2360,19
Surface Original,-633,2361,19
Surface Original,-647,2355,19
Surface Original,-657,2433,19
Surface Original,-558,2320,19
Surface Original,-651,2422,19
Surface Original,-559,2324,19
Surface Original,-661,2432,19
Surface Original,-575,2363,19
Surface Original,-647,2339,19
Surface Original,-688,2337,19
Surface Original,-688,2340,19
Surface Original,-660,2351,19
Surface Original,-601,2402,19
Surface Original,-687,2371,19
Surface Original,-580,2342,19
Surface Original,-686,2366,19
Surface Original,-658,2432,19
Surface Original,-637,2346,19
Surface Original,-590,2343,19
Surface Original,-675,2367,19
Surface Original,-658,2374,19
Surface Original,-578,2356,19
Surface Original,-663,2425,19
Surface Original,-641,2369,19
Surface Original,-551,2314,19
Surface Original,-656,2358,18
Surface Original,-686,2350,18
Surface Original,-685,2383,18
Surface Original,-674,2408,18
Surface Original,-645,2374,18
Surface Original,-574,2355,18
Surface Original,-660,2372,18
Surface Original,-673,2318,18
Surface Original,-611,2338,18
Surface Original,-693,2357,18
Surface Original,-684,2357,18
Surface Original,-635,2397,18
Surface Original,-634,2389,18
Surface Original,-654,2350,18
Surface Original,-688,2372,18
Surface Original,-668,2368,18
Surface Original,-671,2398,18
Surface Original,-566,2330,18
Surface Original,-684,2380,18
Surface Original,-587,2330,18
Surface Original,-681,2379,18
Surface Original,-678,2370,18
Surface Original,-581,2367,18
Surface Original,-679,2380,18
Surface Original,-677,2371,18
Surface Original,-578,2343,18
Surface Original,-677,2373,18
Surface Original,-616,2393,18
Surface Original,-602,2323,18
Surface Original,-620,2391,18
Surface Original,-592,2384,18
Surface Original,-674,2341,18
Surface Original,-664,2379,18
Surface Original,-683,2363,18
Surface Original,-674,2351,18
Surface Original,-653,2359,18
Surface Original,-662,2372,18
Surface Original,-600,2334,18
Surface Original,-650,2360,18
Surface Original,-693,2358,18
Surface Original,-606,2345,18
Surface Original,-661,2396,18
Surface Original,-617,2341,18
Surface Original,-598,2382,18
Surface Original,-672,2361,18
Surface Original,-690,2365,18
Surface Original,-690,2369,18
Surface Original,-618,2328,18
Surface Original,-601,2404,18
Surface Original,-661,2350,18
Surface Original,-617,2327,18
Surface Original,-696,2358,18
Surface Original,-587,2354,18
Surface Original,-598,2334,18
Surface Original,-661,2348,18
Surface Original,-626,2363,18
Surface Original,-661,2374,17
Surface Original,-656,2431,17
Surface Original,-651,2361,17
Surface Original,-582,2349,17
Surface Original,-656,2433,17
Surface Original,-620,2395,17
Surface Original,-616,2341,17
Surface Original,-672,2410,17
Surface Original,-652,2414,17
Surface Original,-637,2356,17
Surface Original,-637,2334,17
Surface Original,-623,2324,17
Surface Original,-636,2360,17
Surface Original,-660,2437,17
Surface Original,-697,2358,17
Surface Original,-673,2416,17
Surface Original,-647,2340,17
Surface Original,-613,2412,17
Surface Original,-583,2329,17
Surface Original,-596,2399,17
Surface Original,-646,2364,17
Surface Original,-664,2381,17
Surface Original,-560,2314,17
Surface Original,-673,2339,17
Surface Original,-697,2355,17
Surface Original,-654,2360,17
Surface Original,-678,2410,17
Surface Original,-673,2427,17
Surface Original,-666,2334,16
Surface Original,-652,2361,16
Surface Original,-642,2393,16
Surface Original,-606,2377,16
Surface Original,-641,2351,16
Surface Original,-642,2423,16
Surface Original,-617,2335,16
Surface Original,-658,2360,16
Surface Original,-587,2334,16
Surface Original,-667,2435,16
Surface Original,-669,2434,16
Surface Original,-673,2420,16
Surface Original,-615,2332,16
Surface Original,-575,2323,16
Surface Original,-647,2351,16
Surface Original,-608,2392,16
Surface Original,-617,2394,16
Surface Original,-608,2393,16
Surface Original,-653,2401,16
Surface Original,-589,2318,16
Surface Original,-674,2397,16
Surface Original,-575,2327,16
Surface Original,-674,2373,16
Surface Original,-658,2431,16
Surface Original,-668,2391,16
Surface Original,-577,2329,16
Surface Original,-605,2336,16
Surface Original,-614,2323,16
Surface Original,-594,2328,16
Surface Original,-628,2369,16
Surface Original,-612,2335,16
Surface Original,-598,2398,16
Surface Original,-638,2365,16
Surface Original,-601,2340,16
Surface Original,-683,2359,16
Surface Original,-693,2354,16
Surface Original,-683,2328,16
Surface Original,-595,2385,16
Surface Original,-684,2376,16
Surface Original,-688,2338,16
Surface Original,-604,2342,16
Surface Original,-692,2368,16
Surface Original,-692,2369,16
Surface Original,-686,2375,16
Surface Original,-613,2330,16
Surface Original,-601,2324,16
Surface Original,-612,2328,16
Surface Original,-626,2329,16
Surface Original,-633,2375,16
Surface Original,-666,2427,16
Surface Original,-540,2313,16
Surface Original,-632,2371,16
Surface Original,-678,2357,16
Surface Original,-633,2389,16
Surface Original,-640,2365,16
Surface Original,-640,2369,16
Surface Original,-624,2352,16
Surface Original,-602,2327,16
Surface Original,-680,2340,16
Surface Original,-664,2332,16
Surface Original,-660,2432,16
Surface Original,-682,2378,16
Surface Original,-697,2359,16
Surface Original,-560,2318,16
Surface Original,-596,2388,16
Surface Original,-605,2323,15
Surface Original,-631,2390,15
Surface Original,-668,2424,15
Surface Original,-672,2340,15
Surface Original,-612,2345,15
Surface Original,-621,2336,15
Surface Original,-641,2384,15
Surface Original,-692,2370,15
Surface Original,-630,2403,15
Surface Original,-692,2364,15
Surface Original,-617,2338,15
Surface Original,-600,2326,15
Surface Original,-606,2383,15
Surface Original,-598,2329,15
Surface Original,-661,2356,15
Surface Original,-626,2338,15
Surface Original,-653,2361,15
Surface Original,-663,2434,15
Surface Original,-671,2440,15
Surface Original,-670,2335,15
Surface Original,-698,2356,15
Surface Original,-670,2434,15
Surface Original,-560,2317,15
Surface Original,-562,2315,15
Surface Original,-582,2369,15
Surface Original,-608,2333,15
Surface Original,-668,2436,15
Surface Original,-609,2345,15
Surface Original,-609,2346,15
Surface Original,-674,2340,15
Surface Original,-606,2327,15
Surface Original,-682,2363,15
Surface Original,-675,2357,15
Surface Original,-636,2391,15
Surface Original,-662,2375,15
Surface Original,-658,2378,15
Surface Original,-570,2338,15
Surface Original,-624,2379,15
Surface Original,-659,2393,15
Surface Original,-678,2402,15
Surface Original,-616,2348,15
Surface Original,-670,2440,15
Surface Original,-604,2337,15
Surface Original,-661,2438,15
Surface Original,-617,2369,15
Surface Original,-565,2291,15
Surface Original,-635,2325,15
Surface Original,-606,2335,15
Surface Original,-607,2333,15
Surface Original,-633,2367,15
Surface Original,-565,2352,15
Surface Original,-617,2380,15
Surface Original,-617,2383,15
Surface Original,-664,2383,15
Surface Original,-579,2328,14
Surface Original,-619,2391,14
Surface Original,-666,2436,14
Surface Original,-658,2438,14
Surface Original,-579,2343,14
Surface Original,-664,2380,14
Surface Original,-662,2422,14
Surface Original,-661,2373,14
Surface Original,-662,2434,14
Surface Original,-661,2433,14
Surface Original,-660,2392,14
Surface Original,-675,2354,14
Surface Original,-670,2398,14
Surface Original,-641,2365,14
Surface Original,-678,2319,14
Surface Original,-670,2337,14
Surface Original,-680,2341,14
Surface Original,-682,2382,14
Surface Original,-682,2380,14
Surface Original,-567,2291,14
Surface Original,-614,2341,14
Surface Original,-685,2374,14
Surface Original,-685,2347,14
Surface Original,-613,2335,14
Surface Original,-625,2369,14
Surface Original,-610,2401,14
Surface Original,-688,2369,14
Surface Original,-632,2335,14
