Dataset,g_lat,g_lon,Count
Surface Original,-681,2323,83
Surface Original,-576,2352,83
Surface Original,-688,2344,83
Surface Original,-678,2363,83
Surface Original,-581,2370,83
Surface Original,-585,2335,83
Surface Original,-648,2408,82
Surface Original,-669,2382,82
Surface Original,-675,2430,82
Surface Original,-599,2401,82
Surface Original,-679,2365,82
Surface Original,-551,2313,82
Surface Original,-613,2327,82
Surface Original,-666,2423,82
Surface Original,-588,2339,82
Surface Original,-667,2349,82
Surface Original,-658,2350,82
Surface Original,-683,2322,82
Surface Original,-608,2386,81
Surface Original,-657,2389,81
Surface Original,-632,2377,81
Surface Original,-589,2344,81
Surface Original,-635,2366,81
Surface Original,-679,2363,81
Surface Original,-671,2429,81
Surface Original,-627,2334,81
Surface Original,-627,2335,81
Surface Original,-632,2327,81
Surface Original,-691,2346,81
Surface Original,-671,2433,80
Surface Original,-643,2377,80
Surface Original,-607,2332,80
Surface Original,-618,2358,80
Surface Original,-666,2374,80
Surface Original,-548,2320,80
Surface Original,-686,2365,80
Surface Original,-673,2400,80
Surface Original,-606,2336,80
Surface Original,-579,2365,79
Surface Original,-659,2429,79
Surface Original,-648,2419,79
Surface Original,-566,2354,79
Surface Original,-628,2413,78
Surface Original,-588,2350,78
Surface Original,-631,2376,78
Surface Original,-661,2429,78
Surface Original,-557,2294,78
Surface Original,-596,2334,78
Surface Original,-620,2420,78
Surface Original,-663,2400,78
Surface Original,-607,2399,78
Surface Original,-591,2383,78
Surface Original,-648,2393,78
Surface Original,-639,2426,77
Surface Original,-545,2321,77
Surface Original,-657,2434,77
Surface Original,-591,2345,77
Surface Original,-643,2410,77
Surface Original,-662,2362,77
Surface Original,-667,2433,77
Surface Original,-680,2367,77
Surface Original,-676,2406,77
Surface Original,-690,2340,77
Surface Original,-677,2382,77
Surface Original,-602,2402,77
Surface Original,-605,2403,76
Surface Original,-682,2325,76
Surface Original,-672,2360,76
Surface Original,-633,2388,76
Surface Original,-658,2435,76
Surface Original,-668,2382,76
Surface Original,-672,2432,76
Surface Original,-576,2340,76
Surface Original,-661,2358,76
Surface Original,-690,2339,75
Surface Original,-605,2380,75
Surface Original,-673,2401,75
Surface Original,-675,2407,75
Surface Original,-630,2406,75
Surface Original,-670,2433,75
Surface Original,-603,2373,75
Surface Original,-666,2420,75
Surface Original,-679,2369,75
Surface Original,-625,2393,75
Surface Original,-666,2430,75
Surface Original,-665,2364,75
Surface Original,-585,2339,75
Surface Original,-665,2357,75
Surface Original,-581,2364,75
Surface Original,-685,2366,75
Surface Original,-597,2400,74
Surface Original,-676,2374,74
Surface Original,-657,2332,74
Surface Original,-628,2412,74
Surface Original,-668,2398,74
Surface Original,-658,2349,74
Surface Original,-573,2339,74
Surface Original,-644,2374,74
Surface Original,-607,2397,74
Surface Original,-689,2340,74
Surface Original,-632,2421,73
Surface Original,-577,2362,73
Surface Original,-660,2440,73
Surface Original,-595,2389,73
Surface Original,-666,2399,73
Surface Original,-677,2404,73
Surface Original,-623,2383,73
Surface Original,-611,2322,73
Surface Original,-660,2396,73
Surface Original,-647,2377,73
Surface Original,-669,2377,73
Surface Original,-631,2429,72
Surface Original,-691,2345,72
Surface Original,-687,2345,72
Surface Original,-656,2440,72
Surface Original,-657,2348,72
Surface Original,-658,2427,72
Surface Original,-616,2419,72
Surface Original,-632,2423,72
Surface Original,-622,2399,72
Surface Original,-635,2428,72
Surface Original,-646,2409,72
Surface Original,-647,2434,72
Surface Original,-640,2342,72
Surface Original,-569,2356,72
Surface Original,-663,2397,72
Surface Original,-656,2346,72
Surface Original,-663,2428,71
Surface Original,-638,2347,71
Surface Original,-577,2363,71
Surface Original,-611,2377,71
Surface Original,-600,2385,71
Surface Original,-689,2339,71
Surface Original,-569,2338,71
Surface Original,-673,2386,71
Surface Original,-647,2379,71
Surface Original,-692,2354,70
Surface Original,-675,2421,70
Surface Original,-655,2438,70
Surface Original,-577,2335,70
Surface Original,-625,2423,70
Surface Original,-576,2335,70
Surface Original,-640,2434,69
Surface Original,-687,2343,69
Surface Original,-689,2352,69
Surface Original,-637,2382,69
Surface Original,-597,2375,69
Surface Original,-649,2380,69
Surface Original,-681,2321,69
Surface Original,-565,2348,69
Surface Original,-570,2331,69
Surface Original,-606,2351,69
Surface Original,-665,2349,69
Surface Original,-672,2426,69
Surface Original,-664,2378,69
Surface Original,-685,2362,69
Surface Original,-641,2412,69
Surface Original,-575,2335,69
Surface Original,-670,2360,69
Surface Original,-655,2351,68
Surface Original,-691,2341,68
Surface Original,-670,2414,68
Surface Original,-658,2353,68
Surface Original,-659,2353,68
Surface Original,-658,2354,68
Surface Original,-658,2436,68
Surface Original,-640,2378,68
Surface Original,-658,2355,68
Surface Original,-641,2366,68
Surface Original,-657,2435,68
Surface Original,-661,2392,68
Surface Original,-676,2421,68
Surface Original,-656,2436,68
Surface Original,-624,2427,68
Surface Original,-669,2432,68
Surface Original,-635,2339,68
Surface Original,-678,2403,67
Surface Original,-666,2398,67
Surface Original,-573,2334,67
Surface Original,-659,2435,67
Surface Original,-670,2339,67
Surface Original,-663,2395,67
Surface Original,-692,2347,67
Surface Original,-683,2323,67
Surface Original,-644,2394,67
Surface Original,-674,2356,67
Surface Original,-605,2371,67
Surface Original,-624,2336,67
Surface Original,-671,2360,67
Surface Original,-687,2339,66
Surface Original,-665,2422,66
Surface Original,-662,2439,66
Surface Original,-677,2379,66
Surface Original,-625,2428,66
Surface Original,-582,2337,66
Surface Original,-665,2425,66
Surface Original,-626,2413,66
Surface Original,-637,2367,66
Surface Original,-660,2352,66
Surface Original,-672,2378,66
Surface Original,-663,2399,66
Surface Original,-573,2333,66
Surface Original,-676,2364,66
Surface Original,-672,2429,66
Surface Original,-691,2340,66
Surface Original,-573,2337,66
Surface Original,-610,2399,66
Surface Original,-595,2392,66
Surface Original,-673,2364,65
Surface Original,-639,2367,65
Surface Original,-669,2433,65
Surface Original,-660,2433,65
Surface Original,-691,2352,65
Surface Original,-686,2368,65
Surface Original,-682,2318,65
Surface Original,-683,2365,65
Surface Original,-647,2338,65
Surface Original,-690,2344,65
Surface Original,-579,2362,64
Surface Original,-669,2399,64
Surface Original,-619,2359,64
Surface Original,-659,2439,64
Surface Original,-673,2351,64
Surface Original,-633,2423,64
Surface Original,-598,2333,64
Surface Original,-667,2397,64
Surface Original,-651,2393,64
Surface Original,-601,2385,64
Surface Original,-664,2348,64
Surface Original,-641,2368,63
Surface Original,-576,2366,63
Surface Original,-611,2400,63
Surface Original,-659,2434,63
Surface Original,-669,2436,63
Surface Original,-664,2366,63
Surface Original,-638,2393,63
Surface Original,-656,2389,63
Surface Original,-625,2333,63
Surface Original,-580,2367,63
Surface Original,-669,2416,63
Surface Original,-675,2420,63
Surface Original,-572,2328,62
Surface Original,-590,2344,62
Surface Original,-669,2347,62
Surface Original,-583,2353,62
Surface Original,-587,2385,62
Surface Original,-682,2381,62
Surface Original,-661,2354,62
Surface Original,-557,2292,62
Surface Original,-622,2380,62
Surface Original,-654,2438,62
Surface Original,-650,2420,62
Surface Original,-650,2419,62
Surface Original,-663,2352,62
Surface Original,-641,2383,62
Surface Original,-661,2439,62
Surface Original,-646,2353,62
Surface Original,-686,2339,62
Surface Original,-681,2325,62
Surface Original,-633,2390,62
Surface Original,-667,2379,62
Surface Original,-566,2337,61
Surface Original,-680,2361,61
Surface Original,-643,2414,61
Surface Original,-684,2374,61
Surface Original,-679,2318,61
Surface Original,-581,2345,61
Surface Original,-671,2427,61
Surface Original,-679,2325,61
Surface Original,-670,2430,60
Surface Original,-579,2364,60
Surface Original,-573,2331,60
Surface Original,-651,2413,60
Surface Original,-675,2370,60
Surface Original,-640,2428,60
Surface Original,-657,2349,60
Surface Original,-670,2411,60
Surface Original,-567,2292,60
Surface Original,-615,2356,60
Surface Original,-544,2323,60
Surface Original,-656,2345,60
Surface Original,-644,2349,60
Surface Original,-572,2331,60
Surface Original,-674,2420,60
Surface Original,-586,2346,59
Surface Original,-677,2411,59
Surface Original,-678,2369,59
Surface Original,-627,2376,59
Surface Original,-653,2362,59
Surface Original,-646,2432,59
Surface Original,-586,2345,59
Surface Original,-617,2390,59
Surface Original,-620,2418,59
Surface Original,-680,2325,59
Surface Original,-592,2344,58
Surface Original,-633,2337,58
Surface Original,-664,2432,58
Surface Original,-567,2356,58
Surface Original,-677,2372,58
Surface Original,-610,2412,58
Surface Original,-672,2342,58
Surface Original,-681,2324,58
Surface Original,-575,2326,58
Surface Original,-667,2429,58
Surface Original,-641,2431,58
Surface Original,-675,2408,58
Surface Original,-626,2335,58
Surface Original,-659,2348,58
Surface Original,-599,2382,58
Surface Original,-671,2424,58
Surface Original,-660,2354,58
Surface Original,-636,2367,58
Surface Original,-659,2347,58
Surface Original,-630,2404,58
Surface Original,-634,2369,58
Surface Original,-671,2410,57
Surface Original,-637,2408,57
Surface Original,-678,2322,57
Surface Original,-669,2425,57
Surface Original,-594,2344,57
Surface Original,-665,2427,57
Surface Original,-680,2323,57
Surface Original,-582,2365,56
Surface Original,-634,2409,56
Surface Original,-637,2390,56
Surface Original,-631,2403,56
Surface Original,-601,2374,56
Surface Original,-602,2382,56
Surface Original,-664,2433,56
Surface Original,-612,2405,56
Surface Original,-656,2348,56
Surface Original,-689,2347,56
Surface Original,-643,2435,56
Surface Original,-552,2313,56
Surface Original,-573,2329,56
Surface Original,-559,2325,56
Surface Original,-625,2425,56
Surface Original,-636,2406,56
Surface Original,-654,2328,55
Surface Original,-579,2342,55
Surface Original,-645,2430,55
Surface Original,-680,2378,55
Surface Original,-621,2371,55
Surface Original,-592,2392,55
Surface Original,-634,2337,55
Surface Original,-692,2349,55
Surface Original,-691,2353,55
Surface Original,-630,2385,55
Surface Original,-689,2337,55
Surface Original,-637,2342,55
Surface Original,-625,2334,54
Surface Original,-605,2362,54
Surface Original,-653,2344,54
Surface Original,-688,2343,54
Surface Original,-645,2408,54
Surface Original,-628,2377,54
Surface Original,-652,2349,54
Surface Original,-654,2362,54
Surface Original,-687,2342,54
Surface Original,-644,2430,54
Surface Original,-569,2346,54
Surface Original,-580,2347,54
Surface Original,-632,2427,54
Surface Original,-650,2326,54
Surface Original,-609,2336,54
Surface Original,-659,2356,54
Surface Original,-652,2351,54
Surface Original,-626,2337,54
Surface Original,-659,2349,54
Surface Original,-668,2438,54
Surface Original,-580,2337,54
Surface Original,-671,2347,54
Surface Original,-686,2361,54
Surface Original,-661,2430,53
Surface Original,-687,2336,53
Surface Original,-602,2385,53
Surface Original,-598,2384,53
Surface Original,-663,2374,53
Surface Original,-633,2421,53
Surface Original,-634,2383,53
Surface Original,-658,2429,53
Surface Original,-672,2356,53
Surface Original,-637,2366,53
Surface Original,-687,2352,53
Surface Original,-643,2349,53
Surface Original,-616,2416,53
Surface Original,-689,2351,53
Surface Original,-669,2381,53
Surface Original,-564,2348,53
Surface Original,-626,2371,53
Surface Original,-587,2338,53
Surface Original,-668,2367,53
Surface Original,-678,2377,53
Surface Original,-674,2423,52
Surface Original,-669,2392,52
Surface Original,-676,2410,52
Surface Original,-588,2344,52
Surface Original,-688,2347,52
Surface Original,-565,2330,52
Surface Original,-606,2324,52
Surface Original,-655,2361,52
Surface Original,-652,2350,52
Surface Original,-678,2404,52
Surface Original,-674,2355,52
Surface Original,-625,2394,52
Surface Original,-618,2359,52
Surface Original,-662,2394,52
Surface Original,-552,2309,52
Surface Original,-627,2417,52
Surface Original,-684,2367,52
Surface Original,-672,2425,52
Surface Original,-636,2340,52
Surface Original,-664,2426,52
Surface Original,-670,2424,52
Surface Original,-574,2330,51
Surface Original,-604,2385,51
Surface Original,-671,2361,51
Surface Original,-690,2341,51
Surface Original,-665,2397,51
Surface Original,-637,2406,51
Surface Original,-670,2399,51
Surface Original,-667,2434,51
Surface Original,-689,2350,51
Surface Original,-691,2369,51
Surface Original,-639,2427,51
Surface Original,-649,2415,51
Surface Original,-665,2432,51
Surface Original,-655,2398,51
Surface Original,-634,2428,51
Surface Original,-606,2343,51
Surface Original,-588,2343,51
Surface Original,-682,2322,51
Surface Original,-684,2366,50
Surface Original,-666,2425,50
Surface Original,-689,2343,50
Surface Original,-627,2400,50
Surface Original,-658,2437,50
Surface Original,-667,2418,50
Surface Original,-656,2399,50
Surface Original,-678,2378,50
Surface Original,-596,2398,50
Surface Original,-668,2439,50
Surface Original,-648,2395,50
Surface Original,-622,2418,50
Surface Original,-615,2355,50
Surface Original,-687,2375,50
Surface Original,-628,2393,50
Surface Original,-647,2354,50
Surface Original,-625,2336,50
Surface Original,-692,2350,50
Surface Original,-660,2364,50
Surface Original,-568,2331,50
Surface Original,-684,2383,50
Surface Original,-643,2350,50
Surface Original,-670,2429,50
Surface Original,-627,2416,50
Surface Original,-652,2399,49
Surface Original,-670,2375,49
Surface Original,-691,2354,49
Surface Original,-591,2392,49
Surface Original,-658,2434,49
Surface Original,-566,2292,49
Surface Original,-679,2367,49
Surface Original,-691,2365,49
Surface Original,-687,2350,49
Surface Original,-622,2326,49
Surface Original,-601,2325,48
Surface Original,-586,2343,48
Surface Original,-628,2416,48
Surface Original,-667,2428,48
Surface Original,-659,2375,48
Surface Original,-594,2385,48
Surface Original,-683,2383,48
Surface Original,-604,2330,48
Surface Original,-678,2375,48
Surface Original,-652,2353,48
Surface Original,-584,2316,48
Surface Original,-573,2335,48
Surface Original,-641,2343,48
Surface Original,-548,2319,48
Surface Original,-584,2317,48
Surface Original,-608,2397,48
Surface Original,-653,2421,47
Surface Original,-612,2326,47
Surface Original,-556,2343,47
Surface Original,-690,2343,47
Surface Original,-625,2371,47
Surface Original,-612,2323,47
Surface Original,-631,2384,47
Surface Original,-636,2342,47
Surface Original,-565,2347,47
Surface Original,-650,2327,47
Surface Original,-588,2345,47
Surface Original,-686,2337,47
Surface Original,-672,2422,47
Surface Original,-625,2335,47
Surface Original,-619,2415,47
Surface Original,-595,2328,47
Surface Original,-693,2351,47
Surface Original,-582,2336,47
Surface Original,-628,2337,47
Surface Original,-677,2364,46
Surface Original,-637,2365,46
Surface Original,-687,2338,46
Surface Original,-669,2421,46
Surface Original,-657,2438,46
Surface Original,-668,2422,46
Surface Original,-646,2436,46
Surface Original,-645,2366,46
Surface Original,-657,2360,46
Surface Original,-666,2381,46
Surface Original,-633,2385,46
Surface Original,-682,2379,46
Surface Original,-667,2426,46
Surface Original,-651,2433,46
Surface Original,-597,2399,46
Surface Original,-691,2339,46
Surface Original,-671,2414,46
Surface Original,-620,2335,46
Surface Original,-656,2384,46
Surface Original,-654,2439,46
Surface Original,-676,2413,45
Surface Original,-640,2341,45
Surface Original,-657,2385,45
Surface Original,-670,2415,45
Surface Original,-630,2422,45
Surface Original,-648,2380,45
Surface Original,-634,2340,45
Surface Original,-687,2344,45
Surface Original,-617,2355,45
Surface Original,-568,2335,45
Surface Original,-681,2322,45
Surface Original,-628,2390,45
Surface Original,-663,2362,45
Surface Original,-682,2323,45
Surface Original,-613,2329,45
Surface Original,-678,2367,44
Surface Original,-580,2346,44
Surface Original,-581,2329,44
Surface Original,-557,2345,44
Surface Original,-602,2388,44
Surface Original,-640,2367,44
Surface Original,-658,2441,44
Surface Original,-691,2372,44
Surface Original,-689,2345,44
Surface Original,-686,2338,44
Surface Original,-674,2421,44
Surface Original,-681,2366,44
Surface Original,-644,2376,44
Surface Original,-628,2415,44
Surface Original,-656,2393,44
Surface Original,-691,2371,44
Surface Original,-632,2338,44
Surface Original,-620,2360,44
Surface Original,-666,2429,44
Surface Original,-673,2356,44
Surface Original,-679,2326,44
Surface Original,-563,2330,43
Surface Original,-645,2351,43
Surface Original,-609,2395,43
Surface Original,-670,2427,43
Surface Original,-687,2346,43
Surface Original,-681,2363,43
Surface Original,-663,2396,43
Surface Original,-552,2343,43
Surface Original,-662,2431,43
Surface Original,-654,2388,43
Surface Original,-673,2387,43
Surface Original,-640,2343,43
Surface Original,-691,2348,43
Surface Original,-607,2336,42
Surface Original,-673,2421,42
Surface Original,-657,2437,42
Surface Original,-618,2337,42
Surface Original,-673,2367,42
Surface Original,-669,2437,42
Surface Original,-671,2428,42
Surface Original,-666,2367,42
Surface Original,-665,2355,42
Surface Original,-575,2365,42
Surface Original,-656,2432,42
Surface Original,-656,2353,42
Surface Original,-614,2366,42
Surface Original,-601,2401,42
Surface Original,-557,2341,42
Surface Original,-638,2383,42
Surface Original,-658,2379,42
Surface Original,-634,2376,42
Surface Original,-601,2400,42
Surface Original,-670,2422,42
Surface Original,-649,2392,42
Surface Original,-660,2439,42
Surface Original,-659,2350,42
Surface Original,-637,2369,42
Surface Original,-644,2426,42
Surface Original,-678,2360,42
Surface Original,-654,2345,42
Surface Original,-672,2431,42
Surface Original,-663,2422,41
Surface Original,-600,2401,41
Surface Original,-583,2335,41
Surface Original,-609,2376,41
Surface Original,-685,2367,41
Surface Original,-689,2338,41
Surface Original,-641,2435,41
Surface Original,-607,2385,41
Surface Original,-606,2332,41
Surface Original,-593,2384,41
Surface Original,-690,2353,41
Surface Original,-658,2401,41
Surface Original,-598,2388,40
Surface Original,-683,2364,40
Surface Original,-642,2430,40
Surface Original,-686,2362,40
Surface Original,-677,2413,40
Surface Original,-690,2342,40
Surface Original,-648,2357,40
Surface Original,-625,2338,40
Surface Original,-673,2370,40
Surface Original,-690,2336,40
Surface Original,-649,2418,40
Surface Original,-672,2371,40
Surface Original,-652,2352,40
Surface Original,-672,2423,40
Surface Original,-665,2356,40
Surface Original,-671,2356,40
Surface Original,-642,2425,40
Surface Original,-645,2353,40
Surface Original,-607,2392,40
Surface Original,-584,2326,40
Surface Original,-599,2334,40
Surface Original,-633,2384,40
Surface Original,-634,2410,39
Surface Original,-634,2418,39
Surface Original,-641,2408,39
Surface Original,-661,2355,39
Surface Original,-583,2342,39
Surface Original,-608,2334,39
Surface Original,-655,2358,39
Surface Original,-644,2350,39
Surface Original,-631,2338,39
Surface Original,-680,2324,39
Surface Original,-631,2422,39
Surface Original,-660,2353,39
Surface Original,-575,2336,39
Surface Original,-632,2376,39
Surface Original,-658,2430,39
Surface Original,-676,2354,38
Surface Original,-644,2375,38
Surface Original,-662,2349,38
Surface Original,-663,2433,38
Surface Original,-680,2377,38
Surface Original,-588,2380,38
Surface Original,-625,2413,38
Surface Original,-664,2362,38
Surface Original,-662,2358,38
Surface Original,-671,2431,38
Surface Original,-661,2436,38
Surface Original,-690,2338,38
Surface Original,-647,2436,38
Surface Original,-595,2390,38
Surface Original,-605,2392,38
Surface Original,-625,2415,38
Surface Original,-659,2401,38
Surface Original,-659,2438,38
Surface Original,-662,2397,38
Surface Original,-691,2368,38
Surface Original,-577,2364,38
Surface Original,-675,2399,38
Surface Original,-631,2383,37
Surface Original,-599,2388,37
Surface Original,-643,2369,37
Surface Original,-638,2341,37
Surface Original,-671,2339,37
Surface Original,-656,2362,37
Surface Original,-671,2338,37
Surface Original,-616,2390,37
Surface Original,-653,2397,37
Surface Original,-652,2430,37
Surface Original,-588,2381,37
Surface Original,-679,2321,37
Surface Original,-669,2368,37
Surface Original,-664,2437,37
Surface Original,-674,2398,37
Surface Original,-636,2379,37
Surface Original,-547,2309,37
Surface Original,-686,2367,37
Surface Original,-618,2335,37
Surface Original,-682,2364,37
Surface Original,-672,2339,37
Surface Original,-668,2380,37
Surface Original,-661,2357,37
Surface Original,-614,2333,37
Surface Original,-670,2403,36
Surface Original,-663,2361,36
Surface Original,-693,2349,36
Surface Original,-606,2331,36
Surface Original,-689,2349,36
Surface Original,-614,2327,36
Surface Original,-655,2401,36
Surface Original,-610,2376,36
Surface Original,-618,2385,36
Surface Original,-600,2390,36
Surface Original,-675,2422,36
Surface Original,-687,2341,36
Surface Original,-673,2372,36
Surface Original,-641,2342,36
Surface Original,-688,2353,36
Surface Original,-685,2370,36
Surface Original,-650,2325,36
Surface Original,-656,2388,36
Surface Original,-616,2327,36
Surface Original,-652,2348,36
Surface Original,-623,2398,36
Surface Original,-611,2386,36
Surface Original,-595,2334,36
Surface Original,-641,2344,36
Surface Original,-597,2384,36
Surface Original,-566,2291,36
Surface Original,-662,2359,36
Surface Original,-675,2352,36
Surface Original,-671,2379,36
Surface Original,-683,2357,36
Surface Original,-690,2349,36
Surface Original,-624,2335,36
Surface Original,-587,2384,36
Surface Original,-675,2353,36
Surface Original,-664,2398,36
Surface Original,-653,2389,35
Surface Original,-678,2368,35
Surface Original,-649,2435,35
Surface Original,-670,2419,35
Surface Original,-633,2432,35
Surface Original,-679,2368,35
Surface Original,-660,2355,35
Surface Original,-591,2348,35
Surface Original,-599,2372,35
Surface Original,-696,2357,35
Surface Original,-670,2391,35
Surface Original,-658,2394,35
Surface Original,-614,2381,35
Surface Original,-572,2355,34
Surface Original,-689,2353,34
Surface Original,-687,2351,34
Surface Original,-600,2400,34
Surface Original,-677,2365,34
Surface Original,-657,2361,34
Surface Original,-602,2390,34
Surface Original,-671,2345,34
Surface Original,-652,2373,34
Surface Original,-634,2339,34
Surface Original,-576,2351,34
Surface Original,-674,2400,34
Surface Original,-684,2381,34
Surface Original,-673,2354,34
Surface Original,-603,2342,34
Surface Original,-677,2356,34
Surface Original,-643,2409,34
Surface Original,-685,2323,34
Surface Original,-617,2385,34
Surface Original,-675,2356,34
Surface Original,-655,2432,34
Surface Original,-643,2376,34
Surface Original,-676,2373,34
Surface Original,-618,2336,34
Surface Original,-635,2424,34
Surface Original,-666,2426,34
Surface Original,-547,2312,34
Surface Original,-637,2357,33
Surface Original,-655,2356,33
Surface Original,-583,2325,33
Surface Original,-565,2350,33
Surface Original,-683,2324,33
Surface Original,-630,2405,33
Surface Original,-674,2416,33
Surface Original,-663,2401,33
Surface Original,-664,2428,33
Surface Original,-674,2367,33
Surface Original,-642,2349,33
Surface Original,-642,2343,33
Surface Original,-662,2393,33
Surface Original,-664,2435,33
Surface Original,-622,2395,33
Surface Original,-595,2386,33
Surface Original,-619,2358,33
Surface Original,-692,2345,33
Surface Original,-648,2379,33
Surface Original,-651,2399,33
Surface Original,-664,2434,33
Surface Original,-668,2423,33
Surface Original,-640,2411,33
Surface Original,-608,2405,33
Surface Original,-633,2338,33
Surface Original,-636,2346,32
Surface Original,-597,2398,32
Surface Original,-635,2340,32
Surface Original,-631,2389,32
Surface Original,-644,2352,32
Surface Original,-643,2375,32
Surface Original,-676,2399,32
Surface Original,-676,2419,32
Surface Original,-655,2357,32
Surface Original,-600,2340,32
Surface Original,-665,2333,32
Surface Original,-592,2343,32
Surface Original,-685,2334,32
Surface Original,-690,2371,32
Surface Original,-674,2417,32
Surface Original,-687,2340,32
Surface Original,-655,2437,32
Surface Original,-665,2434,32
Surface Original,-602,2405,32
Surface Original,-565,2349,32
Surface Original,-669,2365,32
Surface Original,-689,2336,32
Surface Original,-645,2373,32
Surface Original,-686,2335,32
Surface Original,-659,2357,32
Surface Original,-603,2388,32
Surface Original,-643,2381,32
Surface Original,-616,2384,32
Surface Original,-591,2343,32
Surface Original,-643,2393,32
Surface Original,-660,2431,32
Surface Original,-580,2344,32
Surface Original,-689,2354,32
Surface Original,-677,2410,32
Surface Original,-693,2352,31
Surface Original,-614,2340,31
Surface Original,-623,2337,31
Surface Original,-642,2383,31
Surface Original,-674,2318,31
Surface Original,-605,2378,31
Surface Original,-691,2349,31
Surface Original,-667,2420,31
Surface Original,-626,2369,31
Surface Original,-604,2370,31
Surface Original,-596,2392,31
Surface Original,-637,2358,31
Surface Original,-662,2432,31
Surface Original,-691,2370,31
Surface Original,-603,2372,31
Surface Original,-694,2358,31
Surface Original,-658,2433,31
Surface Original,-554,2344,31
Surface Original,-600,2392,31
Surface Original,-600,2393,31
Surface Original,-679,2324,31
Surface Original,-684,2320,30
Surface Original,-632,2328,30
Surface Original,-611,2415,30
Surface Original,-658,2333,30
Surface Original,-605,2331,30
Surface Original,-684,2377,30
Surface Original,-607,2405,30
Surface Original,-661,2442,30
Surface Original,-625,2332,30
Surface Original,-672,2377,30
Surface Original,-633,2369,30
Surface Original,-686,2385,30
Surface Original,-693,2346,30
Surface Original,-617,2340,30
Surface Original,-654,2373,30
Surface Original,-654,2361,30
Surface Original,-664,2363,30
Surface Original,-584,2351,30
Surface Original,-655,2436,30
Surface Original,-688,2345,30
Surface Original,-662,2400,30
Surface Original,-633,2403,30
Surface Original,-685,2336,30
Surface Original,-565,2292,30
Surface Original,-614,2334,30
Surface Original,-666,2428,30
Surface Original,-683,2356,30
Surface Original,-631,2335,30
Surface Original,-638,2342,30
Surface Original,-639,2369,30
Surface Original,-669,2422,30
Surface Original,-670,2438,30
Surface Original,-638,2369,30
Surface Original,-669,2420,30
Surface Original,-668,2399,30
Surface Original,-637,2347,30
Surface Original,-639,2396,30
Surface Original,-671,2422,30
Surface Original,-669,2398,30
Surface Original,-680,2379,30
Surface Original,-595,2382,30
Surface Original,-663,2394,29
Surface Original,-664,2361,29
Surface Original,-669,2431,29
Surface Original,-652,2358,29
Surface Original,-685,2368,29
Surface Original,-692,2346,29
Surface Original,-691,2373,29
Surface Original,-684,2321,29
Surface Original,-684,2384,29
Surface Original,-690,2372,29
Surface Original,-638,2358,29
Surface Original,-684,2365,29
Surface Original,-693,2350,29
Surface Original,-693,2355,29
Surface Original,-694,2359,29
Surface Original,-577,2366,29
Surface Original,-684,2322,29
Surface Original,-678,2411,29
Surface Original,-645,2350,29
Surface Original,-664,2436,28
Surface Original,-622,2336,28
Surface Original,-650,2422,28
Surface Original,-671,2368,28
Surface Original,-578,2369,28
Surface Original,-664,2375,28
Surface Original,-668,2426,28
Surface Original,-612,2327,28
Surface Original,-687,2370,28
Surface Original,-687,2373,28
Surface Original,-607,2334,28
Surface Original,-613,2339,28
Surface Original,-668,2420,28
Surface Original,-582,2367,28
Surface Original,-686,2349,28
Surface Original,-659,2426,28
Surface Original,-663,2332,28
Surface Original,-671,2350,28
Surface Original,-576,2363,28
Surface Original,-672,2363,28
Surface Original,-662,2423,28
Surface Original,-666,2433,28
Surface Original,-655,2362,28
Surface Original,-674,2354,28
Surface Original,-593,2337,28
Surface Original,-683,2317,28
Surface Original,-640,2366,28
Surface Original,-662,2374,28
Surface Original,-656,2394,28
Surface Original,-607,2351,28
Surface Original,-671,2430,28
Surface Original,-653,2373,28
Surface Original,-670,2342,28
Surface Original,-558,2293,27
Surface Original,-613,2334,27
Surface Original,-630,2370,27
Surface Original,-670,2428,27
Surface Original,-692,2352,27
Surface Original,-572,2332,27
Surface Original,-690,2337,27
Surface Original,-610,2337,27
Surface Original,-639,2366,27
Surface Original,-623,2380,27
Surface Original,-646,2377,27
Surface Original,-647,2396,27
Surface Original,-669,2429,27
Surface Original,-628,2326,27
Surface Original,-561,2317,27
Surface Original,-658,2384,27
Surface Original,-623,2381,27
Surface Original,-690,2370,27
Surface Original,-625,2372,27
Surface Original,-671,2337,27
Surface Original,-629,2326,27
Surface Original,-594,2386,27
Surface Original,-672,2411,27
Surface Original,-606,2328,27
Surface Original,-695,2360,27
Surface Original,-650,2389,27
Surface Original,-565,2351,27
Surface Original,-668,2429,27
Surface Original,-618,2368,27
Surface Original,-658,2428,26
Surface Original,-656,2361,26
Surface Original,-656,2435,26
Surface Original,-673,2412,26
Surface Original,-656,2344,26
Surface Original,-599,2375,26
Surface Original,-675,2355,26
Surface Original,-606,2334,26
Surface Original,-606,2337,26
Surface Original,-574,2325,26
Surface Original,-612,2363,26
Surface Original,-653,2438,26
Surface Original,-674,2320,26
Surface Original,-692,2355,26
Surface Original,-666,2431,26
Surface Original,-665,2420,26
Surface Original,-690,2366,26
Surface Original,-631,2382,26
Surface Original,-665,2373,26
Surface Original,-651,2360,26
Surface Original,-647,2352,26
Surface Original,-609,2347,26
Surface Original,-683,2358,26
Surface Original,-686,2347,26
Surface Original,-633,2339,26
Surface Original,-568,2346,26
Surface Original,-616,2347,26
Surface Original,-653,2363,26
